* Measurement data measured by REW V5.20.9
* Source: Analog (1+2) (RME Fireface UFX), LINE_IN (G?o?no?? g?), L, volume: 1,000
* Format: 256k Log Swept Sine, 4 sweeps at -18,0 dBFS with no timing reference
* Dated: 11-Oct-2023 12:37:38
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: SUMA_SUB_LEWO
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
216.796859, 57.388, -174.7549
217.163070, 57.865, -179.1982
217.529281, 58.366, 173.5483
217.895492, 58.487, 163.0391
218.261703, 57.867, 149.9976
218.627914, 56.084, 135.0938
218.994124, 52.163, 117.7964
219.360335, 41.018, 81.5508
219.726546, 48.276, -69.8174
220.092757, 55.932, -90.1245
220.458968, 59.958, -104.0269
220.825179, 62.646, -115.9150
221.191390, 64.667, -126.6719
221.557601, 66.315, -136.8828
221.923812, 67.718, -147.0693
222.290023, 68.907, -157.5991
222.656234, 69.860, -168.6006
223.022444, 70.541, -179.9629
223.388655, 70.920, 168.6133
223.754866, 70.978, 157.5723
224.121077, 70.728, 147.4873
224.487288, 70.216, 139.0254
224.853499, 69.555, 132.8203
225.219710, 68.924, 129.1157
225.585921, 68.519, 127.2969
225.952132, 68.419, 125.9512
226.318343, 68.531, 123.8091
226.684554, 68.688, 120.4868
227.050764, 68.768, 116.2920
227.416975, 68.721, 111.7212
227.783186, 68.537, 107.2080
228.149397, 68.222, 103.1597
228.515608, 67.800, 100.1123
228.881819, 67.361, 98.7446
229.248030, 67.116, 99.3574
229.614241, 67.322, 100.8213
229.980452, 68.023, 100.5869
230.346663, 68.942, 96.7310
230.712873, 69.736, 89.1069
231.079084, 70.178, 78.5488
231.445295, 70.146, 66.0312
231.811506, 69.563, 52.4131
232.177717, 68.350, 38.4868
232.543928, 66.389, 25.1606
232.910139, 63.464, 13.8931
233.276350, 59.146, 8.2554
233.642561, 52.995, 22.0713
234.008772, 51.228, 75.5786
234.374983, 55.094, 97.5928
234.741193, 57.470, 101.3228
235.107404, 58.886, 102.4116
235.473615, 60.037, 103.2178
235.839826, 61.206, 102.7827
236.206037, 62.356, 100.0254
236.572248, 63.353, 94.7969
236.938459, 64.097, 87.5122
237.304670, 64.535, 78.6572
237.670881, 64.627, 68.6284
238.037092, 64.326, 57.7612
238.403303, 63.562, 46.4155
238.769513, 62.239, 35.0723
239.135724, 60.216, 24.4893
239.501935, 57.275, 16.1191
239.868146, 53.077, 13.5532
240.234357, 47.560, 28.1270
240.600568, 45.053, 72.0479
240.966779, 47.119, 99.1011
241.332990, 48.482, 111.7832
241.699201, 49.439, 124.7466
242.065412, 51.022, 137.4688
242.431623, 53.080, 144.9072
242.797833, 54.955, 147.0483
243.164044, 56.386, 146.5005
243.530255, 57.416, 145.3345
243.896466, 58.192, 144.6143
244.262677, 58.861, 144.5815
244.628888, 59.518, 145.0078
244.995099, 60.199, 145.5986
245.361310, 60.922, 146.1855
245.727521, 61.712, 146.5986
246.093732, 62.581, 146.5073
246.459943, 63.504, 145.5161
246.826153, 64.410, 143.4395
247.192364, 65.228, 140.4429
247.558575, 65.922, 136.9424
247.924786, 66.508, 133.3687
248.290997, 67.040, 129.9238
248.657208, 67.578, 126.4404
249.023419, 68.139, 122.4658
249.389630, 68.677, 117.5732
249.755841, 69.109, 111.6411
250.122052, 69.351, 104.9146
250.488263, 69.347, 97.8965
250.854473, 69.083, 91.2222
251.220684, 68.582, 85.5479
251.586895, 67.914, 81.4341
251.953106, 67.183, 79.1899
252.319317, 66.506, 78.7378
252.685528, 65.969, 79.6650
253.051739, 65.611, 81.4590
253.417950, 65.447, 83.6641
253.784161, 65.475, 85.8242
254.150372, 65.659, 87.4946
254.516582, 65.930, 88.4741
254.882793, 66.229, 88.9731
255.249004, 66.561, 89.4028
255.615215, 67.004, 89.8784
255.981426, 67.636, 89.8501
256.347637, 68.438, 88.3564
256.713848, 69.282, 84.7461
257.080059, 70.012, 79.0444
257.446270, 70.513, 71.7583
257.812481, 70.725, 63.5752
258.178692, 70.632, 55.1826
258.544902, 70.249, 47.2178
258.911113, 69.622, 40.2437
259.277324, 68.823, 34.7070
259.643535, 67.951, 30.8574
260.009746, 67.121, 28.6343
260.375957, 66.436, 27.5952
260.742168, 65.950, 26.9932
261.108379, 65.648, 26.0112
261.474590, 65.455, 24.0293
261.840801, 65.267, 20.7705
262.207012, 64.979, 16.2974
262.573222, 64.508, 10.9238
262.939433, 63.799, 5.1094
263.305644, 62.831, -0.6323
263.671855, 61.615, -5.8223
264.038066, 60.186, -10.1323
264.404277, 58.585, -13.5049
264.770488, 56.810, -16.1738
265.136699, 54.768, -18.4302
265.502910, 52.226, -20.1196
265.869121, 48.755, -19.7510
266.235332, 43.544, -11.0181
266.601542, 37.453, 37.2974
266.967753, 41.479, 92.6235
267.333964, 45.496, 106.2671
267.700175, 47.836, 112.4165
268.066386, 49.508, 118.0444
268.432597, 51.084, 123.5977
268.798808, 52.750, 127.7158
269.165019, 54.413, 129.3960
269.531230, 55.913, 128.7051
269.897441, 57.148, 126.3403
270.263652, 58.085, 123.1504
270.629862, 58.749, 119.9175
270.996073, 59.213, 117.2319
271.362284, 59.580, 115.3320
271.728495, 59.945, 113.9849
272.094706, 60.340, 112.6431
272.460917, 60.719, 110.8921
272.827128, 61.005, 108.8154
273.193339, 61.168, 106.9453
273.559550, 61.265, 105.8608
273.925761, 61.424, 105.6255
274.291972, 61.744, 105.4775
274.658182, 62.188, 104.3438
275.024393, 62.598, 101.7720
275.390604, 62.828, 98.2134
275.756815, 62.830, 94.6074
276.123026, 62.672, 91.7686
276.489237, 62.492, 89.7651
276.855448, 62.360, 87.6865
277.221659, 62.144, 84.4419
277.587870, 61.530, 80.0439
277.954081, 60.125, 76.5312
278.320291, 57.600, 80.1914
278.686502, 55.401, 105.6450
279.052713, 58.244, 134.9771
279.418924, 62.298, 138.9878
279.785135, 65.174, 131.5547
280.151346, 67.011, 120.2266
280.517557, 68.056, 107.7256
280.883768, 68.481, 95.3599
281.249979, 68.430, 83.9404
281.616190, 68.047, 73.9551
281.982401, 67.490, 65.4453
282.348611, 66.893, 57.8296
282.714822, 66.297, 50.0210
283.081033, 65.619, 40.9194
283.447244, 64.704, 29.7705
283.813455, 63.382, 15.9478
284.179666, 61.509, -1.8008
284.545877, 59.090, -26.7603
284.912088, 56.993, -64.8496
285.278299, 57.566, -110.6426
285.644510, 60.222, -144.6821
286.010721, 62.829, -167.3076
286.376931, 64.888, 175.6318
286.743142, 66.428, 161.2837
287.109353, 67.530, 148.4878
287.475564, 68.256, 136.8066
287.841775, 68.658, 126.1211
288.207986, 68.780, 116.4551
288.574197, 68.663, 107.8916
288.940408, 68.351, 100.5371
289.306619, 67.887, 94.4932
289.672830, 67.320, 89.8330
290.039041, 66.706, 86.5635
290.405251, 66.098, 84.5791
290.771462, 65.538, 83.6567
291.137673, 65.045, 83.5234
291.503884, 64.617, 83.9790
291.870095, 64.250, 84.9595
292.236306, 63.956, 86.4585
292.602517, 63.761, 88.3716
292.968728, 63.687, 90.4067
293.334939, 63.717, 92.1992
293.701150, 63.802, 93.5444
294.067361, 63.890, 94.5166
294.433571, 63.958, 95.3857
294.799782, 64.021, 96.4136
295.165993, 64.119, 97.6748
295.532204, 64.286, 99.0107
295.898415, 64.525, 100.1602
296.264626, 64.816, 100.9507
296.630837, 65.134, 101.3613
296.997048, 65.473, 101.4189
297.363259, 65.837, 101.0537
297.729470, 66.214, 100.0674
298.095681, 66.564, 98.2656
298.461891, 66.817, 95.6479
298.828102, 66.903, 92.5078
299.194313, 66.774, 89.4219
299.560524, 66.434, 87.1743
299.926735, 65.958, 86.5972
300.292946, 65.515, 88.1938
300.659157, 65.325, 91.5454
301.025368, 65.507, 95.1675
301.391579, 65.977, 97.5156
301.757790, 66.541, 98.0293
302.124000, 67.046, 97.0391
302.490211, 67.425, 95.1636
302.856422, 67.670, 92.9434
303.222633, 67.802, 90.7407
303.588844, 67.851, 88.7671
303.955055, 67.848, 87.1382
304.321266, 67.825, 85.9019
304.687477, 67.817, 85.0205
305.053688, 67.853, 84.3379
305.419899, 67.950, 83.5864
305.786110, 68.096, 82.4644
306.152320, 68.257, 80.7427
306.518531, 68.387, 78.3228
306.884742, 68.436, 75.2397
307.250953, 68.358, 71.6343
307.617164, 68.112, 67.7422
307.983375, 67.660, 63.9102
308.349586, 66.975, 60.6372
308.715797, 66.054, 58.6172
309.082008, 64.946, 58.7383
309.448219, 63.801, 61.8638
