* Measurement data measured by REW V5.20.9
* Source: Analog (1+2) (RME Fireface UFX), LINE_IN (G?o?no?? g?), L, volume: 1,000
* Format: 256k Log Swept Sine, 4 sweeps at -18,0 dBFS with no timing reference
* Dated: 11-Oct-2023 12:31:03
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: SUMA_GR1
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
235.107404, 58.982, 19.3296
235.473615, 59.249, 25.9194
235.839826, 59.880, 28.2056
236.206037, 60.417, 26.9111
236.572248, 60.710, 23.7900
236.938459, 60.797, 20.1060
237.304670, 60.771, 16.3774
237.670881, 60.711, 12.5244
238.037092, 60.639, 8.1919
238.403303, 60.529, 3.0864
238.769513, 60.342, -2.8901
239.135724, 60.044, -9.6860
239.501935, 59.620, -17.1855
239.868146, 59.057, -25.2402
240.234357, 58.350, -33.6421
240.600568, 57.499, -42.0894
240.966779, 56.529, -50.1895
241.332990, 55.497, -57.5132
241.699201, 54.508, -63.7070
242.065412, 53.702, -68.6299
242.431623, 53.229, -72.4380
242.797833, 53.204, -75.5605
243.164044, 53.678, -78.6089
243.530255, 54.618, -82.2808
243.896466, 55.906, -87.1621
244.262677, 57.381, -93.5049
244.628888, 58.892, -101.1890
244.995099, 60.330, -109.8721
245.361310, 61.634, -119.1509
245.727521, 62.779, -128.6631
246.093732, 63.762, -138.1196
246.459943, 64.594, -147.3135
246.826153, 65.291, -156.1143
247.192364, 65.875, -164.4624
247.558575, 66.363, -172.3560
247.924786, 66.769, -179.8286
248.290997, 67.097, 173.0869
248.657208, 67.351, 166.3940
249.023419, 67.535, 160.1353
249.389630, 67.667, 154.3564
249.755841, 67.772, 149.0264
250.122052, 67.874, 143.9761
250.488263, 67.975, 138.9316
250.854473, 68.042, 133.6665
251.220684, 68.023, 128.1709
251.586895, 67.868, 122.7217
251.953106, 67.566, 117.7969
252.319317, 67.161, 113.8550
252.685528, 66.737, 111.0122
253.051739, 66.365, 108.8447
253.417950, 66.014, 106.6836
